variant,test_mean,test_std,time_mean
agt_implicit,0.7027027249336243,0.04028951574969358,3.5346658430062234
closed+calib,0.6378378570079803,0.05582679153039164,5.850009307987056
closed_form,0.6648648798465728,0.06765759862137123,3.533629571198253
fixed_k2,0.645945954322815,0.06036708450539248,3.3916165287897457
random,0.6756756782531739,0.06620242928045394,3.67338208729052
td3,0.6756756901741028,0.07749843275811423,7.798091741697863
