variant,test_mean,test_std,time_mean
agt_implicit,0.32697370648384094,,64.91896058700513
agt_implicit_leaky,0.33355265855789185,,65.62797819200205
closed+calib,0.31842106580734253,,180.18768861197168
closed_form,0.31776317954063416,,64.23498726903927
fixed_k2,0.3276315927505493,,59.01913950796006
random,0.3236842155456543,,61.73767000401858
td3,0.31776317954063416,,165.1200465669972
