variant,test_mean,test_std,time_mean
closed+calib,0.3294736951589584,0.008917651849526087,180.38491057420325
closed_form,0.3280921220779419,0.009236859202883417,106.31461964479823
fixed_k2,0.325000011920929,0.008367882834515849,48.58613420360198
random,0.3251315951347351,0.013204591619938017,51.18209241220029
td3,0.32335527539253234,0.004093895412429393,123.42120245780097
